,Unnamed: 0,desc,mana,name,price,rarity,type,url
2690,2690,"Whenever a land comes into play, you may gain 1 life.",,Lifegift - Betrayers of Kamigawa Magic the Gathering Single,$1.30, Rare,Enchantment,https://www.wizardscupboard.com/lifegift-p-17302.html
2691,2691,": and tap to take control of an artifact from opponent. Artifact is returned when Aladdin is removed from play or when game ends.
--This card has no flavor text --",2rr,Aladdin,$39.99,Rare,Creature - Human Rogue,https://abugames.com/magic-the-gathering/singles/product-detail/Aladdin/Arabian-Nights/English/ID%23-70488
2692,2692,Other Zombie creatures get +1/+1. 1B T Return target Zombie card from your graveyard to your hand.,1bb,Lord of the Undead - Foil,,Rare,Creature - Zombie,https://www.capefeargames.com/catalog/magic_singles-core_sets-10th_edition/lord_of_the_undead__foil/76694
2693,2693,Lightning Helix deals 3 damage to any target and you gain 3 life.,rw,Lightning Helix,,Uncommon,,https://www.capefeargames.com/catalog/magic_singles-guilds_of_ravnica_products-grn_guild_kits/lightning_helix/591463
2694,2694,"+2: You gain 2 life. Put two +1/+1 counters on up to one target creature.
+2: You gain 2 life. Put two +1/+1 counters on up to one target creature.",4ww,"Ajani, Inspiring Leader (Introductory Product)",$5.99,Mythic Rare,Legendary Planeswalker - Ajani,http://www.starcitygames.com/catalog/magic_the_gathering/product/1555453
2695,2695,Target creature gains double strike until end of turn. (It deals both first-strike and regular combat damage.)Ferocious- That creature also gains trample until end of turn if you control a creature with power 4 or greater.,1r,Temur Battle Rage,$0.04,,Instant,https://www.mtgotraders.com/store/FRF_Temur_Battle_Rage.html
2696,2696,"Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.
Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.",2rr,Chandra's Outrage,$0.15,Common,Instant,http://www.starcitygames.com/catalog/magic_the_gathering/product/268558
2697,2697,"Enchant creature without flying Enchanted creature can’t attack or block, and its activated abilities can’t be activated.   “At least up here I have some peace and quiet.”",1w,Trapped in the Tower,$0.06,Common,Enchantment—Aura,https://scryfall.com/card/eld/33/trapped-in-the-tower
2698,2698,"Lifelink If you would gain life, you gain twice that much life instead.",,Rhox Faithmender - Magic 2013 Magic the Gathering Single,$5.25, Rare,Creature,https://www.wizardscupboard.com/rhox-faithmender-p-31157.html
2699,2699,"Whenever Borderland Marauder attacks, it gets +2/+0 until end of turn.
Whenever Borderland Marauder attacks, it gets +2/+0 until end of turn.",1r,Borderland Marauder,$0.49,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/698894
2700,2700,"Flying
Attacking does not cause Serra Angel to tap.
Born with wings of light and a sword of faith, this heavenly incarnation embodies both fury and purity.",3ww,Serra Angel,$1.29,Uncommon,Creature - Angel,https://abugames.com/magic-the-gathering/singles/product-detail/Serra-Angel/4th-Edition/English/
2701,2701,If Leyline of Anticipation is in your opening hand you may begin the game with it on the battlefield. You may cast nonland cards as though they had flash. (You may cast them any time you could cast an instant.),2uu,Leyline of Anticipation - Foil,,Rare,Enchantment,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2011/leyline_of_anticipation__foil/79405
2702,2702,"When Deputy of Detention enters the battlefield, exile target nonland permanent an opponent controls and all other nonland permanents that player controls with the same name as that permanent until Deputy of Detention leaves the battlefield.",1wu,Deputy of Detention,$4.60,,Creature - Vedalken Wizard,https://www.mtgotraders.com/store/RNA_Deputy_of_Detention.html
2703,2703,"This spell can't be countered.
Fry deals 5 damage to target creature or planeswalker that's white or blue. 
 Pro Tip!

Red decks have received some powerful new sideboard options recently, and Fry is no exception. While it's most widely played in Standard, Fry can be useful in Modern sideboards, especially if you metagame features a lot of Blue-White Control decks.",1r,Core Set 2020: Fry,$0.99,Uncommon,Instant,https://www.cardkingdom.com/mtg/core-set-2020/fry
2704,2704,"Defender (This creature can't attack.)
, Sacrifice a Wall: Draw a card.",1g,2015 Core Set: Wall of Mulch,$0.25,Uncommon,Creature - Wall,https://www.cardkingdom.com/mtg/2015-core-set/wall-of-mulch
2705,2705,Mana Vault doesn't untap during your untap step. At the beginning of your upkeep you may pay 4. If you do untap Mana Vault. At the beginning of your draw step if Mana Vault is tapped it deals 1 damage to you. T Add 3 to your mana pool.,1,Mana Vault,$33.20,Rare,Artifact,https://www.capefeargames.com/catalog/magic_singles-core_sets-3rd_edition/mana_vault/11906
2706,2706,Blooming Marsh enters the battlefield tapped unless you control two or fewer other lands.Tap: Add Black or Green to your mana pool., ,Blooming Marsh,$0.42,,Land,https://www.mtgotraders.com/store/KLD_Blooming_Marsh.html
2707,2707,Counter target spell. You gain 3 life.,wuu,Absorb,$0.10,,Instant,https://www.mtgotraders.com/store/RNA_Absorb.html
2708,2708,"Choose one — • Destroy target artifact. • Destroy target enchantment. • Exile target card from a graveyard.   “Long after the magic wore off, the mice still dreamed of glorious galloping.” —Tales of the Fae",1g,Return to Nature,$0.07,Common,Instant,https://scryfall.com/card/eld/173/return-to-nature
2709,2709,[+2]: During target opponent's next turn creatures that player controls attack Gideon Jura if able.[-2]: Destroy target tapped creature. [0]: Until end of turn Gideon Jura becomes a 6/6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.,3ww,Gideon Jura,$2.95,Mythic,Planeswalker - Gideon,https://www.capefeargames.com/catalog/magic_singles-archenemy_sets-archenemy_nicol_bolas/gideon_jura/456953
2710,2710,"1R: Bellows Lizard gets +1/+0 until end of turn.
1R: Bellows Lizard gets +1/+0 until end of turn.",r,Bellows Lizard,$0.25,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1142148
2711,2711,"Living weapon (When this Equipment enters the battlefield, put a 0/0 black Germ creature token onto the battlefield, then attach this to it.)Equipped creature gets +4/+4 and has vigilance and lifelink.3: Return Batterskull to its owner's hand.Equip 5",5,Batterskull *Foil*,$5.55,,Artifact - Equipment,https://www.mtgotraders.com/store/NPH_Batterskull_f.html
2712,2712,FlyingWhenever Kaalia of the Vast attacks an opponent you may put an Angel Demon or Dragon creature card from your hand onto the battlefield tapped and attacking that opponent.,1wbr,Kaalia of the Vast,$15.00/$18.75,Mythic,Legendary Creature - Human Cleric,https://www.capefeargames.com/buylist/magic_singles-commander_sets-commander_2011/kaalia_of_the_vast/67236
2713,2713,"Creature spells you cast with power 4 or greater cost 2 less to cast.Whenever Goreclaw, Terror of Qal Sisma attacks, each creature you control with power 4 or greater gets +1/+1 and gains trample until end of turn.",3g,"Goreclaw, Terror of Qal Sisma",$0.02,,Legendary Creature - Bear,https://www.mtgotraders.com/store/M19_Goreclaw_Terror_of_Qal_Sisma.html
2714,2714,"White spells cost 3 more mana to cast. Circles of Protection cost 3 more mana to use.
--This card has no flavor text --",2b,Gloom,$114.99,Uncommon,Enchantment,https://abugames.com/magic-the-gathering/singles/product-detail/Gloom/Alpha/English/ID%23-87696
2715,2715,"Trample (If this creature would deal enough damage to its blockers to destroy them, you may have it deal the rest of its damage to defending player or planeswalker.)
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)",rrr,Ball Lightning,$7.99,Rare,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/57453/171162
2716,2716,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",b,Core Set 2020 Foil: Vampire of the Dire Moon,$3.99,Uncommon,Creature - Vampire,https://www.cardkingdom.com/mtg/core-set-2020/vampire-of-the-dire-moon-foil
2717,2717,This spell can't be countered.[+2]: Each opponent gets an emblem with At the beginning of your upkeep this emblem deals 1 damage to you.[-3]: Chandra Awakened Inferno deals 3 damage to each non-elemental creature.[-X]: Chandra Awakened Inferno deals X damage to target creature or planeswalker. If a permanent dealt damage this way would die this turn exile it instead.,4rr,"Chandra, Awakened Inferno - Foil",$29.95,Mythic,Legendary Planeswalker - Chandra,https://www.capefeargames.com/catalog/magic_singles-core_set_2020/chandra_awakened_inferno__foil/601948
2718,2718,"As Pithing Needle enters the battlefield name a card.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",1,Pithing Needle - Foil,$15.19,Rare,Artifact,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2010/pithing_needle__foil/78469
2719,2719,Etrata the Silencer can't be blocked.Whenever Etrata deals combat damage to a player exile target creature that player controls and put a hit counter on that card. That player loses the game if they own three or more exiled cards with hit counters on them. Etrata's owner shuffles Etrata into their library.,2ub,"Etrata, the Silencer",$0.49,Rare,Legendary Creature - Vampire Assassin,https://www.capefeargames.com/catalog/magic_singles-guilds_of_ravnica-guilds_of_ravnica/etrata_the_silencer/588583
2720,2720,Flying Vantress Gargoyle can’t attack unless defending player has seven or more cards in their graveyard. Vantress Gargoyle can’t block unless you have four or more cards in hand. {T}: Each player puts the top card of their library into their graveyard.,1u,Vantress Gargoyle,$0.68,Rare,ArtifactCreature—Gargoyle,https://scryfall.com/card/eld/349/vantress-gargoyle
2721,2721,3 T Double the amount of each type of mana in your mana pool.,2,Doubling Cube - Foil,,Rare,Artifact,https://www.capefeargames.com/catalog/magic_singles-core_sets-10th_edition/doubling_cube__foil/76604
2722,2722,": and tap to take control of an artifact from opponent. Artifact is returned when Aladdin is removed from play or when game ends.
--This card has no flavor text --",2rr,Aladdin,$39.99,Rare,Creature - Human Rogue,https://abugames.com/magic-the-gathering/singles/product-detail/Aladdin/Arabian-Nights/English/ID%23-44941
2723,2723,Destroy target artifact or enchantment with converted mana cost 3 or less.,g,Natural State,$0.01,,Instant,https://www.mtgotraders.com/store/OGW_Natural_State.html
2724,2724,"As an additional cost to play Harrow, sacrifice a land. Search your library for up to two basic land cards and put them into play. Then shuffle your library.",,Harrow - Invasion Magic the Gathering Single,$0.30, Common,Instant,https://www.wizardscupboard.com/harrow-p-4498.html
2725,2725,": Add either  or  to your mana pool.
Counts as both swamp and forest and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Bayou (WB),$432.79,Rare,Land - Swamp Forest,https://abugames.com/magic-the-gathering/singles/product-detail/Bayou-%2528WB%2529/Revised/Italian/ID%23-74898
2726,2726,{T} Pay 1 life Sacrifice Scalding Tarn Search your library for an Island or Mountain card and put it onto the battlefield. Then shuffle your library.,,Scalding Tarn,$50.00/$62.50,Rare,Land,https://www.capefeargames.com/buylist/magic_singles-zendikar_block-zendikar/scalding_tarn/38192
2727,2727,"Counts as both plains and swamp and is affected by spells that affect either. Tap to add either  or  to your mana pool.
--This card has no flavor text --",,Scrubland,"$4,374.99",Rare,Land - Plains Swamp,https://abugames.com/magic-the-gathering/singles/product-detail/Scrubland/Beta/English/ID%23-gb0007212711
2728,2728,"Whenever you cast or copy an instant or sorcery spell, Ral, Storm Conduit deals 1 damage to target opponent or planeswalker.+2: Scry 1.-2: When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.",2ur,"Ral, Storm Conduit",$0.03,,Legendary Planeswalker - Ral,https://www.mtgotraders.com/store/WAR_Ral_Storm_Conduit.html
2729,2729,"Chroma - When Heartlash Cinder comes into play, it gets +X/+0 until end of turn, where X is the number of red mana symbols in the mana costs of permanents you control.",,Heartlash Cinder - Eventide Magic the Gathering Single,$0.15, Common,Creature - Elemental Warrior,https://www.wizardscupboard.com/heartlash-cinder-p-24054.html
2730,2730,Search your library for a card then shuffle your library and put that card on top of it. You lose 2 life.,b,Vampiric Tutor,,Rare,Instant,https://www.capefeargames.com/catalog/magic_singles-core_sets-sixth_edition/vampiric_tutor/26641
2731,2731,Destroy target permanent. Its controller puts a 3/3 green Beast creature token onto the battlefield.,2g,Beast Within,$1.71,,Instant,https://www.mtgotraders.com/store/NPH_Beast_Within.html
2732,2732,Whenever a creature comes into play its controller sacrifices a creature or land.,2bb,Tainted AEther - Foil,$85.45,Rare,Enchantment,https://www.capefeargames.com/catalog/magic_singles-core_sets-7th_edition/tainted_aether__foil/70732
2733,2733,"When Acclaimed Contender enters the battlefield, if you control another Knight, look at the top five cards of your library. You may reveal a Knight, Aura, Equipment, or legendary artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",2w,Acclaimed Contender,$0.33,Rare,Creature—HumanKnight,https://scryfall.com/card/peld/1s/acclaimed-contender
2734,2734,"Return target nonland permanent to its owner’s hand. Draw a card. Adamant — If at least three blue mana was spent to cast this spell, create a Food token. (It’s an artifact with “{2}, {T}, Sacrifice this artifact: You gain 3 life.”)",3u,Turn into a Pumpkin,$0.12,Uncommon,Instant,https://scryfall.com/card/eld/69/turn-into-a-pumpkin
2735,2735,,,Scrubland,"$1,600.00/$2,000.00",Rare,Land - Plains Swamp,https://www.capefeargames.com/buylist/magic_singles-core_sets-alpha/scrubland/22563
2736,2736,"Flying
Flying",2u,Aven Wind Mage,$0.25,Common,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1431844
2737,2737,"Tap: Search your library for a legendary card, reveal that card, and put it into your hand. Then shuffle your library.",2gw,Captain Sisay *Foil*,$1.19,,Legendary Creature - Human Soldier,https://www.mtgotraders.com/store/V11_Captain_Sisay_f.html
2738,2738,"Target creature gets  2/ 1 and gains deathtouch until end of turn.   “Another angry mob? When will they learn to leave me be?” —Terryn, Edgewall outcast",b,Lash of Thorns,$0.06,Common,Instant,https://scryfall.com/card/eld/92/lash-of-thorns
2739,2739,"Flying
Flying",4u,Air Servant,$0.25,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/175894
2740,2740,T Add 1 to your mana pool. 1 Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.,,Mutavault,$12.95,Rare,Land,https://www.capefeargames.com/catalog/magic_singles-lorwyn_block-morningtide/mutavault/33126
2741,2741,"Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.
Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.",1u,Anticipate (FNM),$0.75,Promo,Instant,http://www.starcitygames.com/catalog/magic_the_gathering/product/1175209
2742,2742,Players can't search libraries.,3u,Mindlock Orb,$0.01,,Artifact,https://www.mtgotraders.com/store/ALA_Mindlock_Orb.html
2743,2743,"As an additional cost to cast this spell, sacrifice a creature. Fling deals damage equal to the sacrificed creature’s power to any target.   Giants believe that tossing redcaps at knights is the best way to deal with both.",1r,Fling,$0.06,Common,Instant,https://scryfall.com/card/eld/126/fling
2744,2744,"All enchantments on target land are destroyed. Land cannot be destroyed or further enchanted until Consecrate Land has been destroyed.
--This card has no flavor text --",w,Consecrate Land,$160.99,Uncommon,Enchantment - Aura,https://abugames.com/magic-the-gathering/singles/product-detail/Consecrate-Land/Alpha/English/ID%23-45192
2745,2745,"Emrakul, the Aeons Torn can't be countered.When you cast Emrakul, take an extra turn after this one.Flying, protection from colored spells, annihilator 6When Emrakul is put into a graveyard from anywhere, its owner shuffles his or her graveyard into his or her library.",15,"Emrakul, the Aeons Torn",$6.23,,Legendary Creature - Eldrazi,https://www.mtgotraders.com/store/ROE_Emrakul_the_Aeons_Torn.html
2746,2746,Target creature gains +2/+1.,,Unholy Strength - Alpha Magic the Gathering Single,$10.45, Common,Enchant Creature,https://www.wizardscupboard.com/unholy-strength-p-2357.html
2747,2747,"Cannot be blocked by walls.
Their stench was vile and strong enough, but not nearly as powerful as their hunger.",b,Bog Rats,$2.15,Common,Creature - Rat,https://abugames.com/magic-the-gathering/singles/product-detail/Bog-Rats/Chronicles/English/ID%23-m17322
2748,2748,"As an additional cost to cast Altar's Reap, sacrifice a creature.Draw two cards.",1b,Altar's Reap *Foil*,$0.01,,Instant,https://www.mtgotraders.com/store/BFZ_Altars_Reap_f.html
2749,2749,"When Greenbelt Rampager enters the battlefield, pay EnergyEnergy (two energy counters). If you can't, return Greenbelt Rampager to its owner's hand and you get Energy.",g,Greenbelt Rampager,$0.01,,Creature - Elephant,https://www.mtgotraders.com/store/AER_Greenbelt_Rampager.html
2750,2750,"FlyingLifelink (Damage dealt by this creature also causes you to gain that much life.) Whenever you gain life, put a +1/+1 counter on each creature you control.
Flying",3ww,Archangel of Thune,$17.99,Mythic Rare,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/458697/462198
2751,2751,+1 Untap two target lands.-1 Put a 3/3 green Beast creature token onto the battlefield.-4 Creatures you control get +3/+3 and gain trample until end of turn.,2gg,Garruk Wildspeaker,$7.55,Mythic,Planeswalker  Garruk,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2010/garruk_wildspeaker/38400
2752,2752,"[+2]: Creatures you control with flying get +1/+1 until end of turn.
[-3]: Create a 4/4 white Angel creature token with flying and vigilance.[-6]: You get an emblem with ""If you control a creature damage that would reduce your life total to less than 1",2ww,Serra the Benevolent - Foil,,Mythic,Legendary Planeswalker,https://www.capefeargames.com/catalog/magic_singles-modern_horizons_sets-modern_horizons/serra_the_benevolent__foil/595719
2753,2753,"Whenever you play a white, blue, black, or red spell, put a +1/+1 counter on Quirion Dryad.
""Never underestimate the ability of natural forces to adapt to unnatural influences.""
—Molimo, maro-sorcerer",1g,Quirion Dryad - FOIL,$1.99,Rare,Creature - Dryad,https://abugames.com/magic-the-gathering/singles/product-detail/Quirion-Dryad-%252D-FOIL/10th-Edition/English/
2754,2754,"Tap to add 1 colorless mana to your mana pool or give any Assembly Worker +1/+1 until end of turn.
: Mishra's Factory becomes an Assembly Worker, a 2/2 artifact creature, until end of turn. Assembly Worker is still considered a land as well.
--This card has no flavor text --",,Mishra's Factory (a Fall),$107.49,Uncommon,Land,https://abugames.com/magic-the-gathering/singles/product-detail/Mishra's-Factory-%2528a-Fall%2529/Antiquities/English/ID%23-gp43555774
2755,2755,"Each opponent loses 3 life. You gain life equal to the life lost this way.
Each opponent loses 3 life. You gain life equal to the life lost this way.",3b,Blood Tithe,$0.49,Common,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/176092
2756,2756,"You gain 7 life.
You gain 7 life.",2ww,Angel's Mercy,$0.25,Common,Instant,http://www.starcitygames.com/catalog/magic_the_gathering/product/279570
2757,2757,": Add either  or  to your mana pool.
Counts as both forest and mountains and is affected by spells that affect either. If a spell destroys one of these land types, this card is destroyed; if a spell alters one of these land types, the other land type is unaffected.
--This card has no flavor text --",,Taiga,$179.09,Rare,Land - Mountain Forest,https://abugames.com/magic-the-gathering/singles/product-detail/Taiga/Revised/English/ID%23-87992
2758,2758,Modular 1,,Arcbound Worker - Modern Masters Magic the Gathering Single,$0.15, Common,Artifact Creature,https://www.wizardscupboard.com/arcbound-worker-p-33022.html
2759,2759,T: Add to your mana pool one mana of any color in your commander's color identity,,Command Tower,$2.33,Common,Land,https://www.capefeargames.com/catalog/magic_singles-commander_sets-commander_2015/command_tower/329603
2760,2760,"Tap to add 1 colorless mana to your mana pool or give any Assembly Worker +1/+1 until end of turn.
: Mishra's Factory becomes an Assembly Worker, a 2/2 artifact creature, until end of turn. Assembly Worker is still considered a land as well.
--This card has no flavor text --",,Mishra's Factory (a Fall),$157.49,Uncommon,Land,https://abugames.com/magic-the-gathering/singles/product-detail/Mishra's-Factory-%2528a-Fall%2529/Antiquities/English/ID%23-72880
2761,2761,"Other green creatures you control get +1/+1.
, : Another target green creature you control gains trample until end of turn. (If it would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)",3g,2015 Core Set Foil: Paragon of Eternal Wilds,$0.35,Uncommon,Creature - Human Druid,https://www.cardkingdom.com/mtg/2015-core-set/paragon-of-eternal-wilds-foil
2762,2762,Other Zombies get +1/+1. 1B T Return target Zombie card from your graveyard to your hand.,1bb,Lord of the Undead,$12.71,Rare,Creature - Zombie Lord,https://www.capefeargames.com/catalog/magic_singles-core_sets-8th_edition/lord_of_the_undead/11260
2763,2763,1 T Add BR to your mana pool.,2,Rakdos Signet - Foil,$9.45,Common,Artifact,https://www.capefeargames.com/catalog/magic_singles-ravnica_block-dissension/rakdos_signet__foil/75553
2764,2764,"Flying When Gilded Goose enters the battlefield, create a Food token. (It’s an artifact with “{2}, {T}, Sacrifice this artifact: You gain 3 life.”) {1}{G}, {T}: Create a Food token. {T}, Sacrifice a Food: Add one mana of any color.",g,Gilded Goose,$3.92,Rare,Creature—Bird,https://scryfall.com/card/eld/369/gilded-goose
2765,2765,"Flying
When Archon of Justice dies, exile target permanent.",3ww,2012 Core Set: Archon of Justice,$0.35,Rare,Creature - Archon,https://www.cardkingdom.com/mtg/2012-core-set/archon-of-justice
2766,2766,Untap all permanents you control during each other players untap step.,3gg,Seedborn Muse,$5.95,Rare,Creature - Spirit,https://www.capefeargames.com/catalog/magic_singles-commander_sets-commander_2019/seedborn_muse/605239
2767,2767,"Tap to add 1 colorless mana to your mana pool or place Strip Mine in your graveyard and destroy one land of your choice.
Unlike previous conflicts, the war between Urza and Mishra made Dominia itself a casualty of war.",,Strip Mine (a Even),$139.99,Uncommon,Land,https://abugames.com/magic-the-gathering/singles/product-detail/Strip-Mine-%2528a-Even%2529/Antiquities/English/ID%23-52537
2768,2768,"Target opponent reveals his or her hand. You choose a card from it with converted mana cost 4 or greater and exile that card.
Target opponent reveals their hand. You choose a card from it with converted mana cost 4 or greater and exile that card.",b,Appetite for Brains,$0.25,Uncommon,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/392510
2769,2769,"Whenever a creature with a -1/-1 counter on it dies, draw a card.1BlackRed: Put a -1/-1 counter on another target creature.When The Scorpion God dies, return it to its owner's hand at the beginning of the next end step.",3br,The Scorpion God,$0.03,,Legendary Creature - God,https://www.mtgotraders.com/store/HOU_The_Scorpion_God.html
2770,2770,"Choose target spell or permanent that's red or green. Its owner puts it on the top or bottom of their library.
The chill wind extinguishes flame, and frosts the leaf on the branch.",1u,Aether Gust - FOIL,$1.95,Uncommon,Instant,https://abugames.com/magic-the-gathering/singles/product-detail/Aether-Gust-%252D-FOIL/Core-Set-2020-%2F-M20/English/
2771,2771,: Add . Spend this mana only to cast an Elemental spell or a Chandra planeswalker spell.,1r,Core Set 2020 Foil: Chandra's Embercat,$0.39,Common,Creature - Elemental Cat,https://www.cardkingdom.com/mtg/core-set-2020/chandras-embercat-foil
2772,2772,--This card has no flavor text --,,Savannah (Not Tournament Legal),$229.99,Rare,Land - Forest Plains,https://abugames.com/magic-the-gathering/singles/product-detail/Savannah-%2528Not-Tournament-Legal%2529/Collectors'-Edition-%252D-International/English/
2773,2773,"If damage would be dealt to Undergrowth Champion while it has a +1/+1 counter on it, prevent that damage and remove a +1/+1 counter from Undergrowth Champion.Landfall- Whenever a land enters the battlefield under your control, put a +1/+1 counter on Undergrowth Champion.",1gg,Undergrowth Champion,$0.04,,Creature - Elemental,https://www.mtgotraders.com/store/BFZ_Undergrowth_Champion.html
2774,2774,"Devoid (This card has no color.)Tap up to two target creatures. Those creatures don't untap during their controller's next untap step. Put a 1/1 colorless Eldrazi Scion creature token onto the battlefield. It has ""Sacrifice this creature: Add 1 to your mana pool.""",3u,Adverse Conditions,$0.01,,Instant,https://www.mtgotraders.com/store/BFZ_Adverse_Conditions.html
2775,2775,"Counter target spell unless its controller pays 3.
Counter target spell unless its controller pays 3.",2u,Calculated Dismissal,$0.15,Common,Instant,http://www.starcitygames.com/catalog/magic_the_gathering/product/1142054
2776,2776,,3g,Broodhunter Wurm,$0.01,,Creature - Wurm,https://www.mtgotraders.com/store/BFZ_Broodhunter_Wurm.html
2777,2777,": Lose only 1 life to an unblocked creature.
--This card has no flavor text --",3,Forcefield,"$4,374.99",Rare,Artifact,https://abugames.com/magic-the-gathering/singles/product-detail/Forcefield/Alpha/English/ID%23-40182
2778,2778,"Each player counts the cards in his or her hand, shuffles those cards into his or her deck, and then draws that many cards. (When you play Winds of Change, it doesn't count as a card in your hand.)",,Winds of Change - Portal Magic the Gathering Single,$11.00, Rare,Sorcery,https://www.wizardscupboard.com/winds-change-p-7729.html
2779,2779,"Lifelink
When Cavalier of Night enters the battlefield, you may sacrifice another creature. When you do, destroy target creature an opponent controls.
When Cavalier of Night dies, return target creature card with converted mana cost 3 or less from your graveyard to the battlefield. 
 Pro Tip!

The Cavaliers are a cycle of Elemental creatures from Core Set 2020 with a ton of useful abilities. Cavalier of Night is also a Knight, so it works well with creatures from Throne of Eldraine.",2bbb,Core Set 2020 Foil: Cavalier of Night,$11.99,Mythic,Creature - Elemental Knight,https://www.cardkingdom.com/mtg/core-set-2020/cavalier-of-night-foil
2780,2780,"Target opponent reveals his or her hand. You choose a card from it with converted mana cost 4 or greater and exile that card.
Target opponent reveals their hand. You choose a card from it with converted mana cost 4 or greater and exile that card.",b,Appetite for Brains,$0.49,Uncommon,Sorcery,http://www.starcitygames.com/catalog/magic_the_gathering/product/392779
2781,2781,This spell can't be countered.[+2]: Each opponent gets an emblem with At the beginning of your upkeep this emblem deals 1 damage to you.[-3]: Chandra Awakened Inferno deals 3 damage to each non-elemental creature.[-X]: Chandra Awakened Inferno deals X damage to target creature or planeswalker. If a permanent dealt damage this way would die this turn exile it instead.,4rr,"Chandra, Awakened Inferno",,Mythic,Legendary Planeswalker - Chandra,https://www.capefeargames.com/catalog/magic_singles-core_set_2020/chandra_awakened_inferno/601947
2782,2782,Search your library for an artifact card reveal it and put it into your hand. Then shuffle your library.,2u,Fabricate,$6.95,Uncommon,Sorcery,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2010/fabricate/38384
2783,2783,"Castle Garenbrig enters the battlefield tapped unless you control a Forest. {T}: Add {G}. {2}{G}{G}, {T}: Add six {G}. Spend this mana only to cast creature spells or activate abilities of creatures.",,Castle Garenbrig,$1.62,Rare,Land,https://scryfall.com/card/eld/388/castle-garenbrig
2784,2784,Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.,1u,Anticipate,$0.02,,Instant,https://www.mtgotraders.com/store/M20_Anticipate.html
2785,2785,"Return all nonland permanents to their owners' hands. If you return four or more nontoken permanents you control this way, you may put a permanent card from your hand onto the battlefield.",4uu,Flood of Tears,$0.02,,Sorcery,https://www.mtgotraders.com/store/M20_Flood_of_Tears.html
2786,2786,"Disintegrate deals X damage to target creature or player. The target cannot regenerate until end of turn. If the target receives lethal damage this turn, remove it from the game entirely.",,Disintegrate - 4th Edition Magic the Gathering Single,$0.30, Common,Sorcery,https://www.wizardscupboard.com/disintegrate-p-89.html
2787,2787,Galvanic Blast deals 2 damage to target creature or player.Metalcraft- Galvanic Blast deals 4 damage to that creature or player instead if you control three or more artifacts.,r,Galvanic Blast,$0.04,,Instant,https://www.mtgotraders.com/store/SOM_Galvanic_Blast.html
2788,2788,"Fell the Pheasant deals 5 damage to target creature with flying. Create a Food token. (It’s an artifact with “{2}, {T}, Sacrifice this artifact: You gain 3 life.”)   “A keen eye and steady hand are essential for defeating most foes, including hunger.” —Syr Grenphire, knight of Garenbrig",1g,Fell the Pheasant,$0.07,Common,Instant,https://scryfall.com/card/eld/153/fell-the-pheasant
2789,2789,"Look at the top three cards of your library then put them back in any order. You may shuffle your library.
Draw a card.",u,Ponder,$2.95,Common,Sorcery,https://www.capefeargames.com/catalog/magic_singles-core_sets-magic_2010/ponder/38560
2790,2790,"Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)
Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)",2r,Acolyte of the Inferno,$0.49,Uncommon,Creature,http://www.starcitygames.com/catalog/magic_the_gathering/product/1142127
2791,2791,Destroy any number of target planeswalkers. Choose a planeswalker you control. Put two loyalty counters on it for each planeswalker destroyed this way.,bb,The Elderspell,$0.33,,Sorcery,https://www.mtgotraders.com/store/WAR_The_Elderspell.html
